1	-98.7002480643878
2	-94.99784895546661
3	-94.69280606322728
4	-94.04055611238593
5	-90.83512326886756
6	-84.04160461527451
7	-82.61223347411678
8	-81.45083132397042
9	-80.65672463330719
10	-79.79971411805417
11	-68.90410003764369
12	-67.31950124761431
13	-65.7722703603806
14	-60.2324698626703
15	-58.09859384570246
16	-56.27240503927933
17	-55.911875591860664
18	-55.35785237023545
19	-54.42034486969063
20	-53.44182272779396
21	-46.60443559017733
22	-44.99413632617615
23	-44.40527937798158
24	-42.12240727957857
25	-32.68109097747465
26	-31.949896696401623
27	-27.033564205983154
28	-25.96380657662347
29	-24.29312455832931
30	-24.10891164847044
31	-15.61563606294591
32	1.0710576206724767
33	7.245618290940143
34	8.98829612064334
35	10.408126254645396
36	15.470429051352411
37	17.85313677518174
38	20.745206273378216
39	21.826201133397632
40	23.703950472849215
41	27.136888852880034
42	27.885359691576753
43	29.60707704931872
44	29.976887555904653
45	35.33989748458225
46	39.62787899764538
47	40.914367242984696
48	45.82535959006984
49	45.94635733876359
50	47.29424283280247
51	61.163850366561576
52	61.42565465487604
53	61.88609133556534
54	65.88093285059898
55	69.49887326949195
56	72.34138006215545
57	78.43591354096907
58	87.33091754249881
59	91.44261444135623
60	94.62315279587412
